3.67,1.957,3.828,10.4,0.8,52.4,9.6,9.709
20.2,10.624,21.884,0.0,0.0,0.8,4.8,50.29
11.4,5.103,9.913,0.0,0.0,28.8,0.0,26.18
7.11,2.528,6.801,16.0,38.4,47.2,5.6,20.33
21.9,10.324,23.573,0.0,0.0,31.2,8.8,59.33
15.8,8.606,25.372,7.2,2.4,30.4,1.6,39.79
19.3,13.526,19.05,0.0,0.0,0.8,1.6,49.15
3.83,1.827,4.055,0.0,0.0,0.0,0.0,9.229
3.68,1.841,4.011,0.0,0.0,0.0,0.0,8.72
5.1,2.38,4.64,1.6,3.2,7.2,0.0,10.41
7.31,2.462,8.001,5.6,7.2,13.6,15.2,17.46
35.6,18.363,55.999,69.6,38.4,30.4,25.6,104.4
6.48,2.339,6.315,12.0,10.0,1.6,24.8,15.32
29.7,10.643,48.989,27.2,1.6,47.2,39.2,114.5
11.3,5.387,13.225,24.0,42.4,40.0,20.0,80.7
4.12,1.796,4.77,0.0,0.0,0.0,0.8,9.882
3.88,1.427,4.849,1.6,2.4,0.0,13.6,8.601
2.66,1.117,2.588,0.0,0.0,8.8,9.6,5.046
8.43,3.256,7.081,0.0,0.0,0.0,0.0,18.53
6.08,2.354,7.052,5.6,4.8,44.0,16.8,20.48
43.0,25.141,60.588,13.6,60.0,83.2,36.0,134.9
13.2,5.674,12.115,0.0,0.0,0.0,0.0,31.7
4.12,1.94,4.078,0.0,0.0,0.0,0.0,7.692
3.61,1.813,3.908,0.0,0.0,6.4,1.6,9.239
6.26,2.324,6.541,0.0,0.0,3.2,2.4,12.86
12.1,3.863,11.333,0.0,0.0,0.0,0.0,25.62
7.4,2.372,7.82,0.0,0.0,0.8,0.0,15.2
4.9,2.481,5.518,0.0,0.0,0.0,0.0,12.37
5.33,2.182,6.895,4.8,0.0,19.2,17.6,11.95
8.32,3.468,7.337,9.6,2.4,63.2,16.8,19.71
3.23,1.654,3.57,10.4,11.2,45.2,31.6,10.28
8.61,3.667,8.477,0.0,0.0,0.0,0.0,21.42
7.35,2.104,10.935,3.2,8.0,2.4,1.6,16.22
10.2,1.901,10.69,0.8,0.8,3.2,0.8,21.25
17.5,4.678,28.091,16.0,27.2,54.4,16.8,100.9
10.9,6.635,14.242,0.8,0.0,9.6,0.8,26.0
